flight,file,rows,cols,numeric_cols,null_ratio
carbonZ_2018-09-11-15-06-34_2_rudder_right_failure,carbonZ_2018-09-11-15-06-34_2_rudder_right_failure-mavros-vfr_hud.csv,178.0,10.0,10.0,0.1
carbonZ_2018-09-11-15-06-34_2_rudder_right_failure,carbonZ_2018-09-11-15-06-34_2_rudder_right_failure-mavros-wind_estimation.csv,147.0,10.0,10.0,0.1
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-diagnostics.csv,52.0,122.0,35.0,0.008197
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-failure_status-rudder.csv,19.0,2.0,2.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-global_position-local.csv,288.0,90.0,88.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-battery.csv,1429.0,16.0,16.0,0.375
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-global_position-compass_hdg.csv,288.0,2.0,2.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-global_position-global.csv,288.0,19.0,18.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-global_position-raw-fix.csv,347.0,19.0,18.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-global_position-raw-gps_vel.csv,347.0,10.0,9.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-global_position-rel_alt.csv,288.0,2.0,2.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-imu-atm_pressure.csv,694.0,6.0,5.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-imu-data.csv,181.0,41.0,40.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-imu-data_raw.csv,694.0,41.0,40.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-imu-mag.csv,694.0,16.0,15.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-imu-temperature.csv,694.0,6.0,5.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-local_position-odom.csv,288.0,90.0,88.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-local_position-pose.csv,288.0,11.0,10.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-local_position-velocity.csv,288.0,10.0,9.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-nav_info-airspeed.csv,1341.0,6.0,5.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-nav_info-errors.csv,1367.0,8.0,7.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-nav_info-pitch.csv,1367.0,6.0,5.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-nav_info-roll.csv,1367.0,6.0,5.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-nav_info-velocity.csv,1341.0,11.0,10.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-nav_info-yaw.csv,1367.0,6.0,5.0,0.0
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-rc-in.csv,211.0,21.0,21.0,0.047619
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-rc-out.csv,211.0,12.0,12.0,0.083333
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-setpoint_raw-target_global.csv,1341.0,17.0,17.0,0.058824
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-state.csv,70.0,9.0,8.0,0.111111
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-time_reference.csv,150.0,6.0,5.0,0.166667
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-vfr_hud.csv,181.0,10.0,10.0,0.1
carbonZ_2018-09-11-15-06-34_3_rudder_left_failure,carbonZ_2018-09-11-15-06-34_3_rudder_left_failure-mavros-wind_estimation.csv,150.0,10.0,10.0,0.1
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-diagnostics.csv,112.0,122.0,35.0,0.008197
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-failure_status-aileron.csv,55.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-failure_status-rudder.csv,55.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavctrl-path_dev.csv,7174.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavctrl-rpy.csv,7174.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-battery.csv,2952.0,16.0,16.0,0.375
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-global_position-compass_hdg.csv,595.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-global_position-global.csv,595.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-global_position-local.csv,595.0,90.0,88.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-global_position-raw-fix.csv,718.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-global_position-raw-gps_vel.csv,718.0,10.0,9.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-global_position-rel_alt.csv,595.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-imu-atm_pressure.csv,1434.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-imu-data.csv,372.0,41.0,40.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-imu-data_raw.csv,1435.0,41.0,40.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-imu-mag.csv,1435.0,16.0,15.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-imu-temperature.csv,1434.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-local_position-odom.csv,595.0,90.0,88.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-local_position-pose.csv,595.0,11.0,10.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-local_position-velocity.csv,595.0,10.0,9.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-nav_info-airspeed.csv,2771.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-nav_info-errors.csv,2821.0,8.0,7.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-nav_info-pitch.csv,2821.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-nav_info-roll.csv,2821.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-nav_info-velocity.csv,2771.0,11.0,10.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-nav_info-yaw.csv,2821.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-rc-in.csv,436.0,21.0,21.0,0.047619
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-rc-out.csv,436.0,12.0,12.0,0.083333
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-setpoint_raw-local.csv,7164.0,17.0,17.0,0.0
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-setpoint_raw-target_global.csv,2771.0,17.0,17.0,0.058824
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-state.csv,144.0,9.0,8.0,0.111111
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-time_reference.csv,311.0,6.0,5.0,0.166667
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-vfr_hud.csv,372.0,10.0,10.0,0.1
carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure,carbonZ_2018-09-11-17-27-13_1_rudder_zero__left_aileron_failure-mavros-wind_estimation.csv,311.0,10.0,10.0,0.1
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavctrl-path_dev.csv,5087.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-global_position-compass_hdg.csv,421.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-failure_status-aileron.csv,72.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-diagnostics.csv,78.0,122.0,35.0,0.008197
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-battery.csv,2095.0,16.0,16.0,0.375
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavctrl-rpy.csv,5087.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-global_position-global.csv,421.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-global_position-local.csv,421.0,90.0,88.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-global_position-raw-fix.csv,509.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-global_position-raw-gps_vel.csv,509.0,10.0,9.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-global_position-rel_alt.csv,421.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-imu-atm_pressure.csv,1016.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-imu-data.csv,263.0,41.0,40.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-imu-mag.csv,1016.0,16.0,15.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-imu-temperature.csv,1016.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-local_position-odom.csv,421.0,90.0,88.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-local_position-pose.csv,421.0,11.0,10.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-local_position-velocity.csv,421.0,10.0,9.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-nav_info-airspeed.csv,1965.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-nav_info-errors.csv,2004.0,8.0,7.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-nav_info-pitch.csv,2004.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-nav_info-roll.csv,2004.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-imu-data_raw.csv,1016.0,41.0,40.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-nav_info-velocity.csv,1965.0,11.0,10.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-nav_info-yaw.csv,2004.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-rc-in.csv,307.0,21.0,21.0,0.047619
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-rc-out.csv,307.0,12.0,12.0,0.083333
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-setpoint_raw-local.csv,5074.0,17.0,17.0,0.0
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-setpoint_raw-target_global.csv,1965.0,17.0,17.0,0.058824
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-state.csv,102.0,9.0,8.0,0.111111
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-time_reference.csv,220.0,6.0,5.0,0.166667
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-vfr_hud.csv,263.0,10.0,10.0,0.1
carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure,carbonZ_2018-09-11-17-27-13_2_both_ailerons_failure-mavros-wind_estimation.csv,220.0,10.0,10.0,0.1
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-diagnostics.csv,104.0,122.0,35.0,0.008197
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavctrl-path_dev.csv,6659.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-failure_status-aileron.csv,43.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavctrl-rpy.csv,6659.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-battery.csv,2747.0,16.0,16.0,0.375
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-global_position-compass_hdg.csv,553.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-global_position-global.csv,553.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-global_position-local.csv,553.0,90.0,88.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-global_position-raw-fix.csv,666.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-global_position-raw-gps_vel.csv,666.0,10.0,9.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-global_position-rel_alt.csv,553.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-imu-atm_pressure.csv,1332.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-imu-data.csv,342.0,41.0,40.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-imu-data_raw.csv,1332.0,41.0,40.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-imu-mag.csv,1332.0,16.0,15.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-imu-temperature.csv,1332.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-local_position-odom.csv,554.0,90.0,88.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-local_position-pose.csv,554.0,11.0,10.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-mission-reached.csv,1.0,5.0,5.0,0.2
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-nav_info-airspeed.csv,2593.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-nav_info-errors.csv,2636.0,8.0,7.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-nav_info-pitch.csv,2636.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-local_position-velocity.csv,554.0,10.0,9.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-nav_info-roll.csv,2636.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-nav_info-velocity.csv,2593.0,11.0,10.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-nav_info-yaw.csv,2636.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-rc-in.csv,404.0,21.0,21.0,0.047619
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-rc-out.csv,404.0,12.0,12.0,0.083333
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-setpoint_raw-local.csv,6655.0,17.0,17.0,0.0
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-setpoint_raw-target_global.csv,2593.0,17.0,17.0,0.058824
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-state.csv,134.0,9.0,8.0,0.111111
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-time_reference.csv,283.0,6.0,5.0,0.166667
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-wind_estimation.csv,283.0,10.0,10.0,0.1
carbonZ_2018-09-11-17-55-30_1_right_aileron_failure,carbonZ_2018-09-11-17-55-30_1_right_aileron_failure-mavros-vfr_hud.csv,342.0,10.0,10.0,0.1
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavctrl-rpy.csv,4073.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-failure_status-aileron.csv,63.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-battery.csv,1667.0,16.0,16.0,0.375
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-global_position-compass_hdg.csv,337.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-diagnostics.csv,64.0,122.0,35.0,0.008197
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavctrl-path_dev.csv,4073.0,4.0,4.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-global_position-global.csv,337.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-global_position-local.csv,337.0,90.0,88.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-global_position-raw-fix.csv,407.0,19.0,18.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-global_position-raw-gps_vel.csv,407.0,10.0,9.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-global_position-rel_alt.csv,337.0,2.0,2.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-imu-atm_pressure.csv,815.0,6.0,5.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-imu-data.csv,207.0,41.0,40.0,0.0
carbonZ_2018-09-11-17-55-30_2_left_aileron_failure,carbonZ_2018-09-11-17-55-30_2_left_aileron_failure-mavros-imu-data_raw.csv,815.0,41.0,40.0,0.0
